NCM;EX;DESCRICAO;ALIQUOTA
29349123;;Dextromoramida ;0
29349129;;Outros ;0
2934913;;Fendimetrazina, fenmetrazina e haloxazolam, sais destes produtos;
29349131;;Fendimetrazina e seus sais ;0
29349132;;Fenmetrazina e seus sais ;0
29349133;;Haloxazolam e seus sais ;0
2934914;;Ketazolam e mesocarbo, sais destes produtos;
29349141;;Ketazolam ;0
29349142;;Mesocarbo ;0
29349149;;Outros ;0
29349150;;Oxazolam e seus sais ;0
29349160;;Pemolina e seus sais ;0
29349170;;Sufentanila e seus sais ;0
29349200;;-- Outras fentanilas e seus derivados ;0
293499;;-- Outros;
2934991;;"Cuja estrutura contém um ciclo oxazina (hidrogenado ou não), exceto os que contenham
heteroátomo(s) de enxofre";
29349911;;Morfolina e seus sais ;0
29349912;;Pirenoxina sódica (catalino sódico) ;0
29349913;;Nimorazol ;0
29349914;;Anidrido isatoico (2H-3,1-benzoxazina-2,4-(1H)-diona) ;0
29349915;;4,4'-Ditiodimorfolina ;0
29349919;;Outros ;0
2934992;;Cuja estrutura contém exclusivamente 3 heteroátomos de nitrogênio (azoto) e oxigênio em conjunto, exceto os ácidos nucleicos e seus sais e os produtos compreendidos no item 2934.99.1;
29349922;;Zidovudina (AZT) ;0
29349923;;Timidina ;0
29349924;;Furazolidona ;0
29349925;;Citarabina ;0
29349926;;Oxadiazona ;0
29349927;;Estavudina ;0
29349929;;Outros ;0
2934993;;Outros, cuja estrutura contém exclusivamente heteroátomos de nitrogênio (azoto) e oxigênio;
29349931;;Cetoconazol ;0
29349932;;Cloridrato de prazosina ;0
29349933;;Talniflumato ;0
29349934;;Ácidos nucleicos e seus sais ;0
29349935;;Propiconazol ;0
29349939;;Outros ;0
2934994;;Cuja estrutura contém exclusivamente até 2 heteroátomos de enxofre ou um de enxofre e um de nitrogênio (azoto);
29349941;;Tiofeno ;0
29349942;;Ácido 6-aminopenicilânico ;0
29349943;;Ácido 7-aminocefalosporânico ;0
29349944;;Ácido 7-aminodesacetoxicefalosporânico ;0
29349945;;Clormezanona ;0
29349946;;9-(N-Metil-4-piperidinilideno)tioxanteno ;0
29349949;;Outros ;0
2934995;;Cuja estrutura contém exclusivamente 3 heteroátomos de enxofre e nitrogênio (azoto) em conjunto;
29349951;;Tebutiuron ;0
29349952;;Tetramisol ;0
29349953;;Levamisol e seus sais ;0
29349954;;Tioconazol ;0
29349959;;Outros ;0
2934996;;"Outros, cuja estrutura contém exclusivamente heteroátomos de enxofre ou de enxofre e nitrogênio
(azoto)";
29349961;;Cloridrato de tizanidina ;0
29349969;;Outros ;0
2934999;;Outros;
29349991;;Timolol ;0
29349992;;Maleato ácido de timolol ;0
29349993;;Lamivudina ;0
29349999;;Outros ;0
2935;;Sulfonamidas.;
29351000;;- N-Metilperfluoroctano sulfonamida ;0
29352000;;- N-Etilperfluoroctano sulfonamida ;0
29353000;;- N-Etil-N-(2-hidroxietil)perfluoroctano sulfonamida ;0
29354000;;- N-(2-Hidroxietil)-N-metilperfluoroctano sulfonamida ;0
29355000;;- Outras perfluoroctanossulfonamidas ;0
29359;;- Outras;
2935901;;Cuja estrutura contém exclusivamente heterociclo(s) com heteroátomo(s) de nitrogênio (azoto);
29359011;;Sulfadiazina e seu sal sódico ;0
29359012;;Clortalidona ;0
29359013;;Sulpirida ;0
29359014;;Veraliprida ;0
29359015;;Sulfametazina (4,6-dimetil-2-sulfanilamidopirimidina) e seu sal sódico ;0
29359019;;Outras ;0
2935902;;Cuja estrutura contém outro(s) heterociclo(s);
29359021;;Furosemida ;0
29359022;;Ftalilsulfatiazol ;0
29359023;;Piroxicam ;0
29359024;;Tenoxicam ;0
29359025;;Sulfametoxazol ;0
29359029;;Outras ;0
2935909;;Outras;
29359091;;Cloramina-B e cloramina-T ;0
29359092;;Gliburida ;0
29359093;;Toluenossulfonamidas ;0
29359094;;Nimesulida ;0
29359095;;Bumetanida ;0
29359096;;Sulfaguanidina ;0
29359099;;Outras ;0
2936;;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções.;
29362;;- Vitaminas e seus derivados, não misturados:;
293621;;-- Vitaminas A e seus derivados;
2936211;;Vitamina A1 álcool (retinol) e seus derivados;
29362111;;Vitamina A1 álcool (retinol) ;0
29362112;;Acetato ;0
29362113;;Palmitato ;0
29362119;;Outros ;0
29362190;;Outros ;0
293622;;-- Vitamina B1 e seus derivados;
29362210;;Cloridrato de vitamina B1 (cloridrato de tiamina) ;0
29362220;;Mononitrato de vitamina B1 (mononitrato de tiamina) ;0
29362290;;Outros ;0
293623;;-- Vitamina B2 e seus derivados;
29362310;;Vitamina B2 (riboflavina) ;0
29362320;;5'-Fosfato sódico de vitamina B2 (5'-fosfato sódico de riboflavina) ;0
29362390;;Outros ;0
293624;;-- Ácido D- ou DL-pantotênico (vitamina B5) e seus derivados;
29362410;;D-Pantotenato de cálcio ;0
29362490;;Outros ;0
293625;;-- Vitamina B6 e seus derivados;
29362510;;Vitamina B6 ;0
29362520;;Cloridrato de piridoxina ;0
29362590;;Outros ;0
293626;;-- Vitamina B12 e seus derivados;
29362610;;Vitamina B12 (cianocobalamina) ;0
29362620;;Cobamamida ;0
29362630;;Hidroxocobalamina e seus sais ;0
29362690;;Outros ;0
293627;;-- Vitamina C e seus derivados;
29362710;;Vitamina C (ácido L- ou DL-ascórbico) ;0
29362720;;Ascorbato de sódio ;0
29362790;;Outros ;0
293628;;-- Vitamina E e seus derivados;
2936281;;D- ou DL-alfa-Tocoferol e seus derivados;
29362811;;D- ou DL-alfa-Tocoferol ;0
29362812;;Acetato de D- ou DL-alfa-tocoferol ;0
29362819;;Outros ;0
29362890;;Outros ;0
293629;;-- Outras vitaminas e seus derivados;
2936291;;Vitamina B9 (ácido fólico) e seus derivados;
29362911;;Vitamina B9 (ácido fólico) e seus sais ;0
29362919;;Outros ;0
2936292;;Vitaminas D e seus derivados;
29362921;;Vitamina D3 (colecalciferol) ;0
29362929;;Outros ;0
2936293;;Vitamina H (biotina) e seus derivados;
29362931;;Vitamina H (biotina) ;0
29362939;;Outros ;0
29362940;;Vitaminas K e seus derivados ;0
2936295;;Ácido nicotínico e seus derivados;
29362951;;Ácido nicotínico ;0
29362952;;Nicotinamida ;0
29362953;;Nicotinato de sódio ;0
29362959;;Outros ;0
29362990;;Outros ;0
29369000;;- Outras, incluindo os concentrados naturais ;0
2937;;Hormônios, prostaglandinas, tromboxanas e leucotrienos, naturais ou reproduzidos por síntese, seus derivados e análogos estruturais, incluindo os polipeptídios de cadeia modificada, utilizados principalmente como hormônios.;
29371;;- Hormônios polipeptídicos, hormônios proteicos e hormônios glicoproteicos, seus derivados e análogos estruturais:;
29371100;;-- Somatotropina, seus derivados e análogos estruturais ;0
29371200;;-- Insulina e seus sais ;0
293719;;-- Outros;
29371910;;ACTH (corticotropina) ;0
29371920;;HCG (gonadotropina coriônica) ;0
29371930;;PMSG (gonadotropina sérica) ;0
29371940;;Menotropinas ;0
29371950;;Oxitocina ;0
29371990;;Outros ;0
29372;;- Hormônios esteroides, seus derivados e análogos estruturais:;
293721;;-- Cortisona, hidrocortisona, prednisona (deidrocortisona) e prednisolona (deidroidrocortisona);
29372110;;Cortisona ;0
29372120;;Hidrocortisona ;0
29372130;;Prednisona (deidrocortisona) ;0
29372140;;Prednisolona (deidroidrocortisona) ;0
293722;;-- Derivados halogenados dos hormônios corticosteroides;
29372210;;Dexametasona e seus acetatos ;0
2937222;;Triancinolona e seus derivados;
29372221;;Acetonida da triancinolona ;0
29372229;;Outros ;0
2937223;;Fluocortolona e seus derivados;
29372231;;Valerato de diflucortolona ;0
29372239;;Outros ;0
29372290;;Outros ;0
293723;;-- Estrogênios e progestogênios;
29372310;;Medroxiprogesterona e seus derivados ;0
2937232;;Norgestrel e seus derivados;
29372321;;L-Norgestrel (levonorgestrel) ;0
29372322;;DL-Norgestrel ;0
29372329;;Outros ;0
2937233;;Estriol, seus ésteres e seus sais;
29372331;;Estriol e seu succinato ;0
29372339;;Outros ;0
2937234;;Estradiol, seus ésteres e seus sais, derivados destes produtos;
29372341;;Hemissuccinato de estradiol ;0
29372342;;Fempropionato de estradiol (17-(3-fenilpropionato) de estradiol) ;0
29372349;;Outros ;0
2937235;;Alilestrenol, seus ésteres e seus sais;
29372351;;Alilestrenol ;0
29372359;;Outros ;0
29372360;;Desogestrel ;0
29372370;;Linestrenol ;0
2937239;;Outros;
29372391;;Acetato de etinodiol ;0
29372392;;Gestodeno ;0
29372399;;Outros ;0
293729;;-- Outros;
29372910;;Metilprednisolona e seus derivados ;0
29372920;;21-Succinato sódico de hidrocortisona ;0
2937293;;Ciproterona e seus derivados;
29372931;;Acetato de ciproterona ;0
29372939;;Outros ;0
29372940;;Mesterolona e seus derivados ;0
29372950;;Espironolactona ;0
29372960;;Deflazacorte ;0
29372990;;Outros ;0
29375000;;- Prostaglandinas, tromboxanas e leucotrienos, seus derivados e análogos estruturais ;0
29379;;- Outros;
29379010;;Tiratricol (triac) e seu sal sódico ;0
29379030;;Levotiroxina sódica ;0
29379040;;Liotironina sódica ;0
29379090;;Outros ;0
2938;;Heterosídeos, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.;
29381000;;- Rutosídio (rutina) e seus derivados ;0
29389;;- Outros;
29389010;;Deslanosídio ;0
29389020;;Esteviosídio ;0
29389090;;Outros ;0
2939;;Alcaloides, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.;
29391;;- Alcaloides do ópio e seus derivados, sais destes produtos:;
293911;;-- Concentrados de palha de dormideira (papoula), buprenorfina (DCI), codeína, di-hidrocodeína (DCI), etilmorfina, etorfina (DCI), folcodina (DCI), heroína, hidrocodona (DCI), hidromorfona (DCI), morfina, nicomorfina (DCI), oxicodona (DCI), oximorfona (DCI), tebacona (DCI) e tebaína, sais destes produtos;
29391110;;Concentrados de palha de dormideira ou papoula ;0
2939112;;Buprenorfina, codeína e di-hidrocodeína, sais destes produtos;
29391121;;Buprenorfina e seus sais ;0
29391122;;Codeína e seus sais ;0
29391123;;Di-hidrocodeína e seus sais ;0
2939113;;Etilmorfina e etorfina, sais destes produtos;
29391131;;Etilmorfina e seus sais ;0
29391132;;Etorfina e seus sais ;0
29391140;;Folcodina e seus sais ;0
2939115;;Heroína, hidrocodona e hidromorfona, sais destes produtos;
29391151;;Heroína e seus sais ;0
29391152;;Hidrocodona e seus sais ;0
29391153;;Hidromorfona e seus sais ;0
2939116;;Morfina e seus sais;
29391161;;Morfina ;0
29391162;;Cloridrato e sulfato de morfina ;0
29391169;;Outros ;0
29391170;;Nicomorfina e seus sais ;0
2939118;;Oxicodona e oximorfona, sais destes produtos;
29391181;;Oxicodona e seus sais ;0
29391182;;Oximorfona e seus sais ;0
2939119;;Tebacona e tebaína, sais destes produtos;
29391191;;Tebacona e seus sais ;0
29391192;;Tebaína e seus sais ;0
29391900;;-- Outros ;0
29392000;;- Alcaloides da quina e seus derivados, sais destes produtos ;0
29393;;- Cafeína e seus sais;
29393010;;Cafeína ;0
29393020;;Sais ;0
29394;;- Alcaloides da éfedra e seus derivados, sais destes produtos:;
29394100;;-- Efedrina e seus sais ;0
29394200;;-- Pseudoefedrina (DCI) e seus sais ;0
29394300;;-- Catina (DCI) e seus sais ;0
29394400;;-- Norefedrina e seus sais ;0
293945;;-- Levometanfetamina, metanfetamina (DCI), racemato de metanfetamina e seus sais;
29394510;;Levometanfetamina e seus sais ;0
29394520;;Metanfetamina e seus sais ;0
29394530;;Racemato de metanfetamina e seus sais ;0
29394900;;-- Outros ;0
29395;;- Teofilina e aminofilina (teofilina-etilenodiamina) e seus derivados, sais destes produtos:;
29395100;;-- Fenetilina (DCI) e seus sais ;0
293959;;-- Outros;
29395910;;Teofilina ;0
29395920;;Aminofilina ;0
29395990;;Outros ;0
29396;;- Alcaloides da cravagem do centeio (centeio-espigado) e seus derivados, sais destes produtos:;
29396100;;-- Ergometrina (DCI) e seus sais ;0
29396200;;-- Ergotamina (DCI) e seus sais ;0
29396300;;-- Ácido lisérgico e seus sais ;0
293969;;-- Outros;
2939691;;Derivados da ergometrina e seus sais;
29396911;;Maleato de metilergometrina ;0
29396919;;Outros ;0
2939692;;Derivados da ergotamina e seus sais;
29396921;;Mesilato de di-hidroergotamina ;0
29396929;;Outros ;0
2939693;;Ergocornina e seus derivados, sais destes produtos;
29396931;;Mesilato de di-hidroergocornina ;0
29396939;;Outros ;0
2939694;;Ergocriptina e seus derivados, sais destes produtos;
29396941;;Mesilato de alfa-di-hidroergocriptina ;0
29396942;;Mesilato de beta-di-hidroergocriptina ;0
29396949;;Outros ;0
2939695;;Ergocristina e seus derivados, sais destes produtos;
29396951;;Ergocristina ;0
29396952;;Metanossulfonato de di-hidroergocristina ;0
29396959;;Outros ;0
29396990;;Outros ;0
29397;;- Outros, de origem vegetal:;
293972;;-- Cocaína, ecgonina, sais, ésteres e outros derivados destes produtos;
29397210;;Cocaína e seus sais ;0
29397220;;Ecgonina e seus sais ;0
29397290;;Outros ;0
293979;;-- Outros;
2939791;;Escopolamina e seus derivados, sais destes produtos;
29397911;;Brometo de N-butilescopolamônio ;0
29397919;;Outros ;0
29397920;;Teobromina e seus derivados, sais destes produtos ;0
2939793;;Pilocarpina e seus sais;
29397931;;Pilocarpina, seu nitrato e seu cloridrato ;0
29397939;;Outros ;0
29397940;;Tiocolquicósido ;0
29397990;;Outros ;0
293980;;- Outros;
29398010;;Saxitoxina;0
29398090;;Outros;0
2940;;Açúcares quimicamente puros, exceto sacarose, lactose, maltose, glicose e frutose (levulose), éteres, acetais e ésteres de açúcares, e seus sais, exceto os produtos das posições 29.37, 29.38 ou 29.39.;
2940001;;Açúcares quimicamente puros;
29400011;;Galactose ;0
29400012;;Arabinose ;0
29400013;;Ramnose ;0
29400019;;Outros ;0
2940002;;Ácido lactobiônico, seus sais e seus ésteres, derivados halogenados, sulfonados, nitrados ou nitrosados destes produtos;
29400021;;Ácido lactobiônico ;0
29400022;;Lactobionato de cálcio ;0
29400023;;Bromolactobionato de cálcio ;0
29400029;;Outros ;0
2940009;;Outros;
29400092;;Frutose-1,6-difosfato de cálcio ou de sódio ;0
29400093;;Maltitol ;0
29400094;;Lactogluconato de cálcio ;0
29400099;;Outros ;0
2941;;Antibióticos.;
29411;;- Penicilinas e seus derivados, com a estrutura do ácido penicilânico, sais destes produtos;
29411010;;Ampicilina e seus sais ;0
29411020;;Amoxicilina e seus sais ;0
2941103;;Penicilina V e seus derivados, sais destes produtos;
29411031;;Penicilina V potássica ;0
29411039;;Outros ;0
2941104;;Penicilina G e seus derivados, sais destes produtos;
29411041;;Penicilina G potássica ;0
29411042;;Penicilina G benzatínica ;0
29411043;;Penicilina G procaínica ;0
29411049;;Outros ;0
29411090;;Outros ;0
29412;;- Estreptomicinas e seus derivados, sais destes produtos;
29412010;;Sulfatos ;0
29412090;;Outros ;0
29413;;- Tetraciclinas e seus derivados, sais destes produtos;
29413010;;Cloridrato de tetraciclina ;0
29413020;;Oxitetraciclina ;0
2941303;;Minociclina e seus sais;
29413031;;Minociclina ;0
29413032;;Sais ;0
29413090;;Outros ;0
29414;;- Cloranfenicol e seus derivados, sais destes produtos;
2941401;;Cloranfenicol e seus ésteres;
29414011;;Cloranfenicol, seu palmitato, seu succinato e seu hemissuccinato ;0
29414019;;Outros ;0
29414020;;Tianfenicol e seus ésteres ;0
29414090;;Outros ;0
29415;;- Eritromicina e seus derivados, sais destes produtos;
29415010;;Claritromicina ;0
29415020;;Eritromicina e seus sais ;0
29415090;;Outros ;0
29419;;- Outros;
2941901;;Rifamicinas e seus derivados, sais destes produtos;
29419011;;Rifamicina S ;0
29419012;;Rifampicina (rifamicina AMP) ;0
29419013;;Rifamicina SV sódica ;0
29419019;;Outros ;0
2941902;;Lincomicina e seus derivados, sais destes produtos;
29419021;;Cloridrato de lincomicina ;0
29419022;;Fosfato de clindamicina ;0
29419029;;Outros ;0
2941903;;Cefalosporinas e cefamicinas, e seus derivados, sais destes produtos;
29419031;;Ceftriaxona e seus sais ;0
29419032;;Cefoperazona e seus sais, cefazolina sódica ;0
29419033;;Cefaclor e cefalexina monoidratados, cefalotina sódica ;0
29419034;;Cefadroxil e seus sais ;0
29419035;;Cefotaxima sódica ;0
29419036;;Cefoxitina e seus sais ;0
29419037;;Cefalosporina C ;0
29419039;;Outros ;0
2941904;;Aminoglucosídios e seus sais;
29419041;;Sulfato de neomicina ;0
29419042;;Embonato de gentamicina (pamoato de gentamicina) ;0
29419043;;Sulfato de gentamicina ;0
29419049;;Outros ;0
2941905;;Macrolídios e seus sais;
29419051;;Embonato de espiramicina (pamoato de espiramicina) ;0
29419059;;Outros ;0
2941906;;Polienos e seus sais;
29419061;;Nistatina e seus sais ;0
29419062;;Anfotericina B e seus sais ;0
29419069;;Outros ;0
2941907;;Poliéteres e seus sais;
29419071;;Monensina sódica ;0
29419072;;Narasina ;0
29419073;;Avilamicinas ;0
29419079;;Outros ;0
2941908;;Polipeptídios e seus sais;
29419081;;Polimixinas e seus sais, exceto sulfato de colistina ;0
29419082;;Sulfato de colistina ;0
29419083;;Virginiamicinas e seus sais ;0
29419089;;Outros ;0
2941909;;Outros;
29419091;;Griseofulvina e seus sais ;0
29419092;;Fumarato de tiamulina ;0
29419099;;Outros ;0
29420000;;Outros compostos orgânicos. ;0
3001;;Glândulas e outros órgãos para usos opoterápicos, dessecados, mesmo em pó, extratos de glândulas ou de outros órgãos ou das suas secreções, para usos opoterápicos, heparina e seus sais, outras substâncias humanas ou animais preparadas para fins terapêuticos ou profiláticos, não especificadas nem compreendidas noutras posições.;
30012;;- Extratos de glândulas ou de outros órgãos ou das suas secreções;
30012010;;De fígado ;0
30012090;;Outros ;0
30019;;- Outros;
30019010;;Heparina e seus sais ;0
30019020;;Pedaços de pericárdio de origem bovina ou suína ;0
3001903;;Glândulas e outros órgãos, dessecados, mesmo em pó;
30019031;;Fígados ;0
30019039;;Outros ;0
30019090;;Outros ;0
3002;;Sangue humano, sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico, antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica, vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes, culturas de células, mesmo modificadas.;
30021;;- Antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica:;
300212;;-- Antissoros e outras frações do sangue;
3002121;;Antissoros específicos de animais ou de pessoas imunizados;
30021211;;Antiofídicos e outros antivenenosos ;0
30021212;;Antitetânico ;0
30021213;;Anticatarral ;0
30021214;;Antipiogênico ;0
30021215;;Antidiftérico ;0
30021216;;Polivalentes ;0
30021219;;Outros ;0
3002122;;Outras frações do sangue, exceto as preparadas como medicamentos;
30021221;;Imunoglobulina anti-Rh ;0
30021222;;Outras imunoglobulinas séricas ;0
30021223;;Concentrado de fator VIII ;0
30021224;;Soroalbumina, sob a forma de gel, para preparação de reagentes de diagnóstico ;0
30021229;;Outros ;0
3002123;;Outras frações do sangue, preparadas como medicamentos;
30021231;;Soroalbumina, exceto a humana ;0
30021232;;Plasmina (fibrinolisina) ;0
30021233;;Uroquinase ;0
30021234;;Imunoglobulina e cloridrato de histamina, associados ;0
30021235;;Imunoglobulina G, liofilizada ou em solução ;0
30021236;;Soroalbumina humana ;0
30021239;;Outros ;0
30021300;;-- Produtos imunológicos, não misturados, não apresentados em doses nem acondicionados para venda a retalho ;0
30021400;;-- Produtos imunológicos, misturados, não apresentados em doses nem acondicionados para venda a retalho ;0
300215;;-- Produtos imunológicos, apresentados em doses ou acondicionados para venda a retalho;
30021510;;betainterferona, alfapeginterferona 2a ;0
30021520;;Basiliximab (DCI), bevacizumab (DCI), daclizumab (DCI), etanercept (DCI), gemtuzumab ozogamicin (DCI), oprelvekin (DCI), rituximab (DCI), trastuzumab (DCI) ;0
30021590;;Outros ;0
30024;;- Vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes:;
300241;;-- Vacinas para medicina humana;
3002411;;Não apresentadas em doses, nem acondicionadas para venda a retalho;
30024111;;Contra a gripe ;0
30024112;;Contra a poliomielite ;0
30024113;;Contra a hepatite B ;0
